"uuid","latitude","longitude","interactions","street","reliability","start_time","end_time","share","cum_share"
"ce1f884b-6869-3cf8-81c4-05ee92207b73","-12.132774","-77.03075","7","Vía Expresa Costa Verde","10","2019-02-09 04:05:00.000","2019-02-09 04:39:00.000","0.0064","0.5435380384967919"
"16fb2e11-173b-3190-b3c1-1633d80fb152","-12.126571","-77.035878","7","Bolognesi","10","2019-03-06 16:35:00.000","2019-03-06 17:19:00.000","0.0064","0.5499541704857929"
"910311ab-e559-3722-a670-0c87e0c9704b","-12.127594","-77.034474","7","Malecón 28 de Julio","10","2019-03-09 03:38:00.000","2019-03-09 04:07:00.000","0.0064","0.5563703024747938"
"c675afc2-77ce-3121-9c95-dea3900a1d6d","-12.121825","-77.020125","7","Av. Monseñor Roca y Boloña","10","2019-05-11 22:12:00.000","2019-05-11 22:41:00.000","0.0064","0.5627864344637947"
"02d0b581-6a2a-38ae-b43e-f10b2823df6d","-12.122771","-77.043217","7","Vía Expresa Costa Verde","10","2019-05-25 14:48:00.000","2019-05-25 15:14:00.000","0.0064","0.5692025664527957"
"2eaf6d8d-947c-3d51-ae7f-a789b67daf33","-12.123312","-77.018681","7","Av. Ricardo Palma","10","2019-07-13 18:00:00.000","2019-07-13 18:41:00.000","0.0064","0.5756186984417965"
"fd0e8f71-d4c2-3b7f-a1cb-2a268a4924e5","-12.125306","-77.024049","7","Av. Alfredo Benavides","10","2019-08-16 17:24:00.000","2019-08-16 18:05:00.000","0.0064","0.5820348304307974"
"b1659de5-96ef-3015-a8ec-a4c09e1f7b70","-12.122086","-77.02517","6","Av. Paseo de la República","10","2018-10-12 03:21:00.000","2018-10-12 03:55:00.000","0.0055","0.5875343721356554"
"67803806-ed34-357f-ae39-730e57baf991","-12.125932","-77.01986","6","Av. Alfredo Benavides","10","2018-10-27 07:23:00.000","2018-10-27 08:00:00.000","0.0055","0.5930339138405133"
"6a15eec6-6a04-3ecc-8440-beb3f2302040","-12.120435","-77.015498","6","Av. Monseñor Roca y Boloña","10","2018-11-23 23:49:00.000","2018-11-24 00:05:00.000","0.0055","0.5985334555453712"
"bcae5f1a-d484-37f1-a0f4-227a6d877e0e","-12.109135","-77.05265","6","Av. Augusto Pérez Araníbar","10","2019-01-28 02:49:00.000","2019-01-28 03:28:00.000","0.0055","0.6040329972502292"
"766f3634-e2dd-3d5e-a73a-2fff9e539163","-12.110201","-77.051552","6","Av. Augusto Pérez Araníbar","10","2019-01-28 03:00:00.000","2019-01-28 03:57:00.000","0.0055","0.6095325389550871"
"f4dc14c1-7f1e-3a2b-aff9-35266d91c898","-12.132271","-77.031441","6","Vía Expresa Costa Verde","10","2019-02-09 09:42:00.000","2019-02-09 10:11:00.000","0.0055","0.615032080659945"
"f6da8ce4-070c-3bbf-80eb-e960a7311baa","-12.125646","-77.024292","6","Salida 9 / Av. Reducto - 28 de Julio","10","2019-02-09 22:57:00.000","2019-02-09 23:25:00.000","0.0055","0.620531622364803"
"af31af2c-1808-35ab-a243-2e9d955b666d","-12.125298","-77.024098","6","Av. Alfredo Benavides","10","2019-02-09 23:07:00.000","2019-02-09 23:54:00.000","0.0055","0.6260311640696609"
